"01","379","Sutrieu","SUTRIEU","sutrieu","01260"
"01","380","Talissieu","TALISSIEU","talissieu","01510"
"01","381","Tenay","TENAY","tenay","01230"
"01","382","Thézillieu","THEZILLIEU","thaczillieu","01110"
"01","383","Thil","THIL","thil","01120"
"01","384","Thoiry","THOIRY","thoiry","01710"
"01","385","Thoissey","THOISSEY","thoissey","01140"
"01","386","Torcieu","TORCIEU","torcieu","01230"
"01","387","Tossiat","TOSSIAT","tossiat","01250"
"01","388","Toussieux","TOUSSIEUX","toussieux","01600"
"01","389","Tramoyes","TRAMOYES","tramoyes","01390"
"01","390","Tranclière (La)","TRANCLIERE (LA)","trancliare-la","01160"
"01","391","Treffort-Cuisiat","TREFFORT-CUISIAT","treffort-cuisiat","01370"
"01","392","Trévoux","TREVOUX","tracvoux","01600"
"01","393","Valeins","VALEINS","valeins","01140"
"01","394","Vandeins","VANDEINS","vandeins","01660"
"01","395","Varambon","VARAMBON","varambon","01160"
"01","396","Vaux-en-Bugey","VAUX-EN-BUGEY","vaux-en-bugey","01150"
"01","397","Verjon","VERJON","verjon","01270"
"01","398","Vernoux","VERNOUX","vernoux","01560"
"01","399","Versailleux","VERSAILLEUX","versailleux","01330"
"01","400","Versonnex","VERSONNEX","versonnex","01210"
"01","401","Vesancy","VESANCY","vesancy","01170"
"01","402","Vescours","VESCOURS","vescours","01560"
"01","403","Vésines","VESINES","vacsines","01570"
"01","404","Vieu-d'Izenave","VIEU-D'IZENAVE","vieu-dizenave","01430"
"01","405","Vieu","VIEU","vieu","01260"
"01","406","Villars-les-Dombes","VILLARS-LES-DOMBES","villars-les-dombes","01330"
"01","407","Villebois","VILLEBOIS","villebois","01150"
